character,dialogue,movie
"278 ""LUKE"" ""Look, I can take you as far as Anchorhead.  You can get a transport there to Mos Eisley or wherever you're going.""",,Episode IV
"279 ""BEN"" ""You must do what you feel is right, of course.""",,Episode IV
"280 ""TAGGE"" ""Until this battle station is fully operational we are vulnerable.  The Rebel Alliance is too well equipped.  They're more dangerous than you realize.""",,Episode IV
"281 ""MOTTI"" ""Dangerous to your starfleet, Commander; not to this battle station!""",,Episode IV
"282 ""TAGGE"" ""The Rebellion will continue to gain support in the Imperial Senate as long as....""",,Episode IV
"283 ""TARKIN"" ""The Imperial Senate will no longer be of any concern to us.  I've just received word that the Emperor has dissolved the council permanently.  The last remnants of the Old Republic have been swept away.""",,Episode IV
"284 ""TAGGE"" ""That's impossible!  How will the Emperor maintain control without the bureaucracy?""",,Episode IV
"285 ""TARKIN"" ""The regional governors now have direct control over territories.  Fear will keep the local systems in line.  Fear of this battle station.""",,Episode IV
"286 ""TAGGE"" ""And what of the Rebellion?  If the Rebels have obtained a complete technical readout of this station, it is possible, however unlikely, that they might find a weakness and exploit it.""",,Episode IV
"287 ""VADER"" ""The plans you refer to will soon be back in our hands.""",,Episode IV
"288 ""MOTTI"" ""Any attack made by the Rebels against this station would be a useless gesture, no matter what technical data they've obtained.  This station is now the ultimate power in the universe.  I suggest we use it!""",,Episode IV
"289 ""VADER"" ""Don't be too proud of this technological terror you've constructed.  The ability to destroy a planet is insignificant next to the power of the Force.""",,Episode IV
"290 ""MOTTI"" ""Don't try to frighten us with your sorcerer's ways, Lord Vader.  Your sad devotion to that ancient religion has not helped you conjure up the stolen data tapes, or given you clairvoyance enough to find the Rebel's hidden fort...""",,Episode IV
"291 ""VADER"" ""I find your lack of faith disturbing.""",,Episode IV
"292 ""TARKIN"" ""Enough of this!  Vader, release him!""",,Episode IV
"293 ""VADER"" ""As you wish.""",,Episode IV
"294 ""TARKIN"" ""This bickering is pointless.  Lord Vader will provide us with the location of the Rebel fortress by the time this station is operational.  We will then crush the Rebellion with one swift stroke.""",,Episode IV
"295 ""LUKE"" ""It looks like Sand People did this, all right.  Look, here are gaffi sticks, bantha tracks.  It's just... I never heard of them hitting anything this big before.""",,Episode IV
"296 ""BEN"" ""They didn't.  But we are meant to think they did.  These tracks are side by side.  Sand People always ride single file to hide there numbers.""",,Episode IV
"297 ""LUKE"" ""These are the same Jawas that sold us Artoo and Threepio.""",,Episode IV
"298 ""BEN"" ""And these blast points, too accurate for Sand People.  Only Imperial stormtroopers are so precise.""",,Episode IV
"299 ""LUKE"" ""Why would Imperial troops want to slaughter Jawas?""",,Episode IV
"300 ""LUKE"" ""If they traced the robots here, they may have learned who they sold them to.  And that would lead them back home!""",,Episode IV
"301 ""BEN"" ""Wait, Luke!  It's too dangerous.""",,Episode IV
"302 ""LUKE"" ""Uncle Owen!  Aunt Beru!  Uncle Owen!""",,Episode IV
"303 ""VADER"" ""And, now Your Highness, we will discuss the location of your hidden Rebel base.""",,Episode IV
"304 ""BEN"" ""There's nothing you could have done, Luke, had you been there.  You'd have been killed, too, and the droids would now be in the hands of the Empire.""",,Episode IV
"305 ""LUKE"" ""I want to come with you to Alderaan.  There's nothing here for me now.  I want to learn the ways of the Force and become a Jedi like my father.""",,Episode IV
"306 ""BEN"" ""Mos Eisley Spaceport.  You will never find a more wretched hive of scum and villainy.  We must be cautious.""",,Episode IV
"307 ""TROOPER"" ""How long have you had these droids?""",,Episode IV
"308 ""LUKE"" ""About three or four seasons.""",,Episode IV
"309 ""BEN"" ""They're for sale if you want them.""",,Episode IV
"310 ""TROOPER"" ""Let me see your identification.""",,Episode IV
"311 ""BEN"" ""You don't need to see his identification.""",,Episode IV
"312 ""TROOPER"" ""We don't need to see his identification.""",,Episode IV
"313 ""BEN"" ""looking for.""",,Episode IV
"314 ""TROOPER"" ""These are not the droids we're looking for.""",,Episode IV
"315 ""BEN"" ""He can go about his business.""",,Episode IV
"316 ""TROOPER"" ""You can go about your business.""",,Episode IV
"317 ""BEN"" ""Move along.""",,Episode IV
"318 ""TROOPER"" ""Move along.  Move along.""",,Episode IV
"319 ""THREEPIO"" ""I can't abide these Jawas.  Disgusting creatures.""",,Episode IV
"320 ""LUKE"" ""Go on, go on.  I can't understand how we got by those troopers.  I thought we were dead.""",,Episode IV
"321 ""BEN"" ""The Force can have a strong influence on the weak-minded.  You will find it a powerful ally.""",,Episode IV
"322 ""LUKE"" ""Do you really think we're going to find a pilot here that'll take us to Alderaan?""",,Episode IV
"323 ""BEN"" ""Well, most of the best freighter pilots can be found here.  Only watch your step.  This place can be a little rough.""",,Episode IV
"324 ""LUKE"" ""I'm ready for anything.""",,Episode IV
"325 ""THREEPIO"" ""Come along, Artoo.""",,Episode IV
"326 ""BARTENDER"" ""We don't serve their kind here!""",,Episode IV
"327 ""LUKE"" ""What?""",,Episode IV
"328 ""BARTENDER"" ""Your droids. They'll have to wait outside.  We don't want them here.""",,Episode IV
"329 ""LUKE"" ""Listen, why don't you wait out by the speeder.  We don't want any trouble.""",,Episode IV
"330 ""THREEPIO"" ""I heartily agree with you sir.""",,Episode IV
"331 ""CREATURE"" ""Negola dewaghi wooldugger?!?""",,Episode IV
"332 ""HUMAN"" ""He doesn't like you.""",,Episode IV
"333 ""LUKE"" ""I'm sorry.""",,Episode IV
"334 ""HUMAN"" ""I don't like you either""",,Episode IV
"335 ""HUMAN"" ""Don't insult us.  You just watch yourself.  We're wanted men.  I have the death sentence on twelve systems.""",,Episode IV
"336 ""LUKE"" ""I'll be careful than.""",,Episode IV
"337 ""HUMAN"" ""You'll be dead.""",,Episode IV
"338 ""BEN"" ""This little one isn't worth the effort.  Come let me buy you something...""",,Episode IV
"339 ""BARTENDER"" ""No blasters!  No blaster!""",,Episode IV
"340 ""BEN"" ""This is Chewbacca.  He's first-mate on a ship that might suit our needs.""",,Episode IV
"341 ""THREEPIO"" ""I don't like the look of this.""",,Episode IV
"342 ""HAN"" ""Han Solo.  I'm captain of the Millennium Falcon.  Chewie here tells me you're looking for passage to the Alderaan system.""",,Episode IV
"343 ""BEN"" ""Yes, indeed.  If it's a fast ship.""",,Episode IV
"344 ""HAN"" ""Fast ship?  You've never heard of the Millennium Falcon?""",,Episode IV
"345 ""BEN"" ""Should I have?""",,Episode IV
"346 ""HAN"" ""It's the ship that made the Kessel run in less than twelve parsecs!""",,Episode IV
"347 ""HAN"" ""I've outrun Imperial starships, not the local bulk-cruisers, mind you.  I'm talking about the big Corellian ships now.  She's fast enough for you, old man.  What's the cargo?""",,Episode IV
"348 ""BEN"" ""Only passengers.  Myself, the boy, two droids, and no questions asked.""",,Episode IV
"349 ""HAN"" ""What is it?  Some kind of local trouble?""",,Episode IV
"350 ""BEN"" ""Let's just say we'd like to avoid any Imperial entanglements.""",,Episode IV
"351 ""HAN"" ""Well, that's the real trick, isn't it?  And it's going to cost you something extra.  Ten thousand in advance.""",,Episode IV
"352 ""LUKE"" ""Ten thousand?  We could almost buy our own ship for that!""",,Episode IV
"353 ""HAN"" ""But who's going to fly it, kid!  You?""",,Episode IV
"354 ""LUKE"" ""You bet I could.  I'm not such a bad pilot myself!  We don't have to sit here and listen...""",,Episode IV
"355 ""BEN"" ""We haven't that much with us.  But we could pay you two thousand now, plus fifteen when we reach Alderaan.""",,Episode IV
"356 ""HAN"" ""Seventeen, huh!""",,Episode IV
"357 ""HAN"" ""Okay.  You guys got yourself a ship.  We'll leave as soon as you're ready.  Docking bay Ninety-four.""",,Episode IV
"358 ""BEN"" ""Ninety-four.""",,Episode IV
"359 ""HAN"" ""Looks like somebody's beginning to take an interest in your handiwork.""",,Episode IV
"360 ""TROOPER"" ""All right, we'll check it out.""",,Episode IV
"361 ""HAN"" ""Seventeen thousand!  Those guys must really be desperate.  This could really save my neck.  Get back to the ship and get her ready.""",,Episode IV
"362 ""BEN"" ""You'll have to sell your speeder.""",,Episode IV
"363 ""LUKE"" ""That's okay.  I'm never coming back to this planet again.""",,Episode IV
"364 ""GREEDO"" ""Going somewhere, Solo?""",,Episode IV
"365 ""HAN"" ""Yes, Greedo.  As a matter of fact, I was just going to see your boss.  Tell Jabba that I've got his money.""",,Episode IV
"366 ""GREEDO"" ""It's too late.  You should have paid him when you had the chance.  Jabba's put a price on your head, so large that every bounty hunter in the galaxy will be looking for you.  I'm lucky I found you first.""",,Episode IV
"367 ""HAN"" ""Yeah, but this time I got the money.""",,Episode IV
"368 ""GREEDO"" ""If you give it to me, I might forget I found you.""",,Episode IV
"369 ""HAN"" ""I don't have it with me.  Tell Jabba...""",,Episode IV
"370 ""GREEDO"" ""Jabba's through with you.  He has no time for smugglers who drop their shipments at the first sign of an Imperial cruiser.""",,Episode IV
"371 ""HAN"" ""Even I get boarded sometimes.  Do you think I had a choice?""",,Episode IV
"372 ""GREEDO"" ""You can tell that to Jabba.  He may only take your ship.""",,Episode IV
"373 ""HAN"" ""Over my dead body.""",,Episode IV
"374 ""GREEDO"" ""That's the idea I've been looking forward to killing you for a long time.""",,Episode IV
"375 ""HAN"" ""Yes, I'll bet you have.""",,Episode IV
"376 ""HAN"" ""Sorry about the mess.""",,Episode IV
"377 ""VADER"" ""Her resistance to the mind probe is considerable.  It will be some time before we can extract any information from her.""",,Episode IV
"378 ""IMPERIAL OFFICER"" ""The final check-out is complete.  All systems are operational.  What course shall we set?""",,Episode IV
"379 ""TARKIN"" ""Perhaps she would respond to an alternative form of persuasion.""",,Episode IV
"380 ""VADER"" ""What do you mean?""",,Episode IV
"381 ""TARKIN"" ""I think it is time we demonstrate the full power of this station.Set your course for Princess Leia's home planet of Alderaan.""",,Episode IV
"382 ""TROOPER"" ""With pleasure.""",,Episode IV
"383 ""THREEPIO"" ""Lock the door, Artoo.""",,Episode IV
"384 ""TROOPER"" ""All right, check that side of the street.  It's secure.  Move on to the next door.""",,Episode IV
"385 ""THREEPIO"" ""I would much rather have gone with Master Luke than stay here with you.  I don't know what all this trouble is about, but I'm sure it must be your fault.""",,Episode IV
"386 ""THREEPIO"" ""You watch your language!""",,Episode IV
"387 ""LUKE"" ""He says it's the best he can do.  Since the XP-38 came out, they """,,Episode IV
"388 ""BEN"" ""It will be enough.""",,Episode IV
"389 ""BEN"" ""If the ship's as fast as he's boasting, we ought to do well.""",,Episode IV
"390 ""JABBA"" ""Come on out, Solo!""",,Episode IV
"391 ""HAN"" ""I've been waiting for you, Jabba.""",,Episode IV
"392 ""JABBA"" ""I expected you would be.""",,Episode IV
"393 ""HAN"" ""I'm not the type to run.""",,Episode IV
"394 ""JABBA"" ""Han, my boy, there are times when you disappoint me... why haven't you paid me?  And why did you have to fry poor Greedo like that... after all we've been through together.""",,Episode IV
"395 ""HAN"" ""You sent Greedo to blast me.""",,Episode IV
"396 ""JABBA"" ""Han, why you're the best smuggler in the business.  You're too valuable to fry.  He was only relaying my concern at your delays.  He wasn't going to blast you.""",,Episode IV
"397 ""HAN"" ""I think he thought he was.  Next time don't send one of those twerps.  If you've got something to say to me, come see me yourself.""",,Episode IV
"398 ""JABBA"" ""Han, Han!  If only you hadn't had to dump that shipment of spice... you understand I just can't make an exception.  Where would I be if every pilot who smuggled for me dumped their shipment at the first sign of an Imperial starship?  It's not good business.""",,Episode IV
"399 ""HAN"" ""You know, even I get boarded sometimes, Jabba.  I had no choice, but I've gota charter now and I can pay you back, plus a little extra.  I just need some more time.""",,Episode IV
"400 ""JABBA"" ""Put your blasters away.  Han, my boy, I'm only doing this because you're the best and I need you.  So, for an extra, say... twenty percent I'll give you a little more time... but this is it.  If you disappoint me again, I'll put a price on your head so large you won't be able to go near a civilized system for the rest of your short life.""",,Episode IV
"401 ""HAN"" ""Jabba, I'll pay you because it's my pleasure.""",,Episode IV
"402 ""LUKE"" ""What a piece of junk.""",,Episode IV
"403 ""HAN"" ""She'll make point five beyond the speed of light.  She may not look like much, but she's got it where it counts, kid.  I've added some special modifications myself.""",,Episode IV
"404 ""HAN"" ""We're a little rushed, so if you'll hurry aboard we'll get out of here.""",,Episode IV
"405 ""THREEPIO"" ""Hello, sir.""",,Episode IV
"406 ""TROOPER"" ""Which way?""",,Episode IV
"407 ""TROOPER"" ""All right, men.  Load your weapons!""",,Episode IV
"408 ""TROOPER"" ""Stop that ship!""",,Episode IV
"409 ""TROOPER"" ""Blast 'em!""",,Episode IV
"410 ""HAN"" ""Chewie, get us out of here!""",,Episode IV
"411 ""THREEPIO"" ""Oh, my.  I'd forgotten how much I hate space travel.""",,Episode IV
"412 ""HAN"" ""It looks like an Imperial cruiser.  Our passengers must be hotter than I thought.  Try and hold them off.  Angle the deflector shield while I make the calculations for the jump to light speed.""",,Episode IV
"413 ""HAN"" ""Stay sharp!  There are two more coming in; they're going to try to cut us off.""",,Episode IV
"414 ""LUKE"" ""Why don't you outrun them?  I thought you said this thing was fast.""",,Episode IV
